"","ERR1072629","ERR1072937","ERR1073023","ERR1073394","ERR1073395","ERR1073490","ERR1073491","ERR1073812","ERR1074062","ERR1074157","ERR1074475","ERR1074512","ERR1074615","ERR1074802","ERR1075093","ERR1075141","ERR1075184","ERR1075317","ERR1075554","ERR1075631","ERR1075686","ERR1075741","ERR1075850","ERR1075876","ERR1075892","ERR1076013","ERR1076843","ERR1076847","ERR1076868","ERR1076869","ERR1077263","ERR1089672","ERR1089686","ERR1089704","ERR1089705","ERR1089710","ERR1089717","ERR1089719","ERR1089726","ERR1089729","ERR1089730","ERR1089748","ERR1089785","ERR1089804","ERR1089813","ERR1089833","ERR1089834","ERR1089835","ERR1089866","ERR1089891","ERR1089900","ERR1089903","ERR1089906","ERR1089914","ERR1089915","ERR1089940","ERR1089941","ERR1089942","ERR1089946","ERR1089980","ERR1089993","ERR1089997","ERR1090006","ERR1090008","ERR1090009","ERR1090040","ERR1090047","ERR1090065","ERR1090082","ERR1090099","ERR1090112","ERR1090126","ERR1090137","ERR1090139","ERR1090140","ERR1090242","ERR1090246","ERR1090339","ERR1090367","ERR1090409","ERR1090412","ERR1090417","ERR1090429","ERR1090439","ERR1090446","ERR1090448","ERR1090452","ERR1090454","ERR1090457","ERR1090465","ERR1090466","ERR1090471","ERR1090487","ERR1090508","ERR1090511","ERR1090512","ERR1090527","ERR1090528","ERR1090529","ERR1090536","ERR1090539","ERR1090544","ERR1090563","ERR1090571","ERR1090580","ERR1090650","ERR1090654","ERR1090655","ERR1090677","ERR1090682","ERR1090703","ERR1090785","ERR1090796","ERR1090799","ERR1090804","ERR1090819","ERR1090820","ERR1090847","ERR1090864","ERR1090884","ERR1090885","ERR1090888","ERR1090889","ERR1090895","ERR1090906","ERR1090911","ERR1090913","ERR1090914","ERR1090916","ERR1090926","ERR1090933","ERR1090937","ERR1090943","ERR1090948","ERR1090951","ERR1090952","ERR1090969","ERR1090970","ERR1090984","ERR1091000","ERR1091021","ERR1091031","ERR1091033","ERR1091034","ERR1091059","ERR1091060","ERR1091067","ERR1091068","ERR1091076","ERR1091105","ERR1091106","ERR1091108","ERR1091119","ERR1091121","ERR1091124","ERR1091130","ERR1091146","ERR1091157","ERR1091175","ERR1091177","ERR1091186","ERR1091189","ERR1091268","ERR1091269","ERR1091270","ERR1091298","ERR1091299","ERR1091329","ERR1091338","ERR1091340","ERR1091365","ERR1091366","ERR1091377","ERR1091379","ERR1091380","ERR1091387","ERR1091388","ERR1091395","ERR1091396","ERR1091410","ERR1091417","ERR1091422","ERR1091432","ERR1091434","ERR1091443","ERR1091454","ERR1091460","ERR1091466","ERR1091471","ERR1091476","ERR1091483","ERR1091484","ERR1091486","ERR1091487","ERR1091493","ERR1091505","ERR1091516","ERR1091517","ERR1091519","ERR1091523","ERR1091524","ERR1091526","ERR1091530","ERR1091533","ERR1091542","ERR1091545","ERR1091561","ERR1091569","ERR1091579","ERR1091594","ERR1091595","ERR1091611","ERR1091620","ERR1091643","ERR1091652","ERR1091653","ERR1091669","ERR1091671","ERR1091675","ERR1091708","ERR1091717","ERR1091726","ERR1091727","ERR1091734","ERR1091750","ERR1091752","ERR1091754","ERR1091756","ERR1091757","ERR1091758","ERR1091759","ERR1091764","ERR1091774","ERR1091795","ERR1091798","ERR1091802","ERR1091809","ERR1091810","ERR1091817","ERR1091821","ERR1091838","ERR1160352","ERR1160392","ERR1160435","ERR1160458","ERR1160463","ERR1160484","ERR1160486","ERR1160490","ERR1160499","ERR1160503","ERR1160544","ERR1160548","ERR1160555","ERR1160557","ERR1160566","ERR1160575","ERR1160580","ERR1160583","ERR1160586","ERR1160587","ERR1160596","ERR1160601","ERR1160619","ERR1160639","ERR1160648","ERR1160661","ERR1160669","ERR1160675","ERR1160679","ERR1160683","ERR1160685","ERR1160693","ERR1160706","ERR1160717","ERR1160791","ERR1160798","ERR1160801","ERR1160802","ERR1160807","ERR1249647","ERR1249655","ERR1249665","ERR1249668","ERR1249679","ERR1249688","ERR1249694","ERR1249740","ERR1249760","ERR1249790","ERR1249793","ERR1249804","ERR1249806","ERR1249818","ERR1249834","ERR1249835","ERR1249837","ERR1249865","ERR1249884","ERR1249895","ERR1249934","ERR1249944","ERR1249963","ERR1249967","ERR1249968","ERR1249977","ERR1249992","ERR1250017","ERR1250043","ERR1250073","ERR1250085","ERR1250120","ERR1250123","ERR1250134","ERR1250396","ERR1250427","ERR1250447","ERR1250449","ERR1250474","ERR1250493","ERR1250506","ERR1250508","ERR1250515","ERR1250523","ERR1250540","ERR1250550","ERR1250556","ERR1250559","ERR1250566","ERR1250590","ERR1250609","ERR1250614","ERR1250616","ERR1250620","ERR1250634","ERR1250635","ERR1250639","ERR1250646","ERR1250647","ERR1458723","ERR1545728","ERR1545993","ERR1843471","ERR1843546","ERR1843547","ERR1843550","ERR1844562","ERR1845171","ERR1845903","ERR2032711","ERR2056786","ERR2092550","ERR2313943","ERR2313949"
"Mycobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010321,0,0,0,0.00410829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00753722,0,0,0,0,0,0.00217066,0,0,0.00139698,0.00367125,0,0.00779742,0,0,0.0019718,0,0,0,0,0,0,0,0,0.00177762,0,0.0412536,0,0.00186797,0,0,0,0,0,0,0,0.0509281,0.00219241,0,0,0.0121796,0,0,0.00175377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639529,0,0,0,0,0,0,0,0,0,0,0,0.00987674,0,0,0,0,0,0,0,0.00224638,0,0,0.00582977,0,0,0,0,0,0,0,0,0,0,0.00407515,0,0,0,0,0,0.00231744,0,0,0,0.00474924,0,0,0,0,0,0,0.00196336,0.000727405,0,0.00116859,0,0.00101292,0,0,0,0,0,0,0.00237954,0,0,0,0,0.00135726,0,0.00196773,0.000947975,0.00116093,0.00196591,0,0.00166214,0,0.00353026,0.00193427,0,0,0,0,0,0.000939391,0.00190516,0,0,0.00242174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mycoplasma",0,0,0,0,0,0,0,0.00527955,0,0,0,0,0,0,0,0.0758693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791797,0.00335053,0,0,0,0,0,0.00789204,0,0,0,0,0,0,0,0,0,0,0.00628713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294219,0,0,0,0,0,0,0,0.00328504,0,0,0,0,0,0,0,0.00122375,0,0.00194936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125011,0,0,0,0,0,0,0.00260044,0,0,0,0,0,0.00178492,0,0.00286878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363702,0,0.000584293,0,0,0,0,0,0,0,0,0,0.000843718,0,0,0,0,0,0,0,0,0,0.00074623,0,0,0.00176513,0,0,0,0,0,0,0,0.000952581,0.000917187,0,0,0,0,0,0.00653766,0,0,0,0,0,0.0048539,0,0,0,0.00449883,0,0,0,0,0,0,0,0.00848428,0,0,0,0.00598086,0,0,0,0,0,0,0,0,0,0,0,0.00505076,0,0.00333645,0,0,0,0,0,0,0,0,0,0,0.00964274,0,0,0,0,0,0,0,0,0,0,0,0.00303462,0.0402644,0,0,0,0,0,0,0,0.00546568,0,0,0,0
"Myroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00518,0,0,0,0,0,0,0,0,0,0,0.0087604,0,0,0,0,0,0,0,0,0,0,0,0.0038622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00835806,0,0.00734376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122375,0,0,0,0.0046594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129012,0,0,0.000916447,0,0,0,0,0,0,0,0.00107025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000596189,0,0.000550403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803632,0
"Neisseria",0,0,0,0,0,0.0223243,0.0126263,0.0158387,0.00520833,0,0.00575407,0,0.017338,0.00993608,0,0,0,0,0,0,0.0124479,0,0.00601196,0.00989054,0,0.00775524,0.00606342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00516049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00299967,0,0.00605583,0,0.0051261,0.00445911,0,0.00766019,0,0.00535045,0.00422726,0.0124953,0.00482207,0,0.00406918,0,0,0.0037463,0,0,0,0.00393716,0.00443459,0,0,0,0,0,0,0.00453289,0,0,0,0,0.0624158,0.0191721,0.00261185,0.0318841,0.0217066,0.0196136,0.0176238,0.0153668,0.0171325,0.0056646,0.0389871,0.00292706,0.0139782,0.0118308,0.0484099,0.0195427,0.0286697,0.0175009,0.026641,0,0.00207434,0.0267929,0.0408853,0.00652507,0.0262523,0.0482678,0.00186797,0.0046765,0.0107294,0.00515384,0.0121966,0,0.0163452,0.0169924,0.0210737,0.00657722,0.0385711,0.0285587,0.0347989,0.00573756,0.00150814,0.0140302,0.0371257,0.0259316,0.0161008,0.0133833,0.0254755,0.0335,0,0.0129986,0.0134058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00483547,0,0,0,0,0,0,0,0.00343997,0,0,0.31402,0.00125513,0.00319765,0,0.010401,0,0,0,0.00120325,0,0,0,0,0,0,0,0,0,0,0.0226598,0,0,0,0,0,0,0,0,0,0,0,0.00163177,0,0.00318248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034099,0,0.00727405,0.0191275,0.00759581,0.00387037,0.344394,0,0.0183289,0.00379089,0,0.00135658,0,0.00951814,0,0.0171488,0.0021405,0.00841548,0.0108581,0.00473048,0.021645,0.0142196,0.16253,0.00491478,0.00149246,0.00498643,0,0.040598,0.15861,2.05796,0,0.0374479,0.045215,0.00943463,0.0131515,0.0161939,0.00275156,0.00298095,0.311597,0.00165121,0,0,0,0,0,0,0.00775885,0,0,0,0,0,0.125967,0,0.0034153,0,0,0.00467333,0,0.00587751,0,0,0,0,0,0,0,0.00533021,0,0.0107741,0.112641,0,0,0,0.00583669,0,0,0,0,0,0,0.00325034,0,0,0,0,0,0,0,0.00482137,0,0,0,0,0,0,0,0,0,0,0,22.5321,5.04312,0,0,0,0,0.0206811,0.0223328,0,0,0.3873,0.0131062,0,0
"Nesterenkonia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671073,0,0,0,0,0,0,0,0,0.00425604,0,0,0
"Nevskia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363702,0,0.000584293,0,0,0,0,0.00379089,0,0.00135658,0,0,0,0,0,0,0,0.00236524,0,0,0.00116093,0,0,0.000554047,0,0,0,0,0,0,0,0,0,0.0047629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00599934,0,0,0.0288032,0,0,0,0,0,0,0,0,0,0,0.00406918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376861,0,0,0,0,0,0,0,0,0.00139698,0,0,0,0,0,0,0.00124128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523615,0.0596908,0.00206118,0,0,0.0046101,0,0,0,0.00221405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200148,0,0,0,0,0.0298637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127517,0.00233717,0,0.00101292,0,0.000916447,0,0,0,0,0,0,0,0,0.00240442,0,0,0,0.000947975,0,0.00196591,0,0.00110809,0,0,0,0,0,0,0,0,0.000939391,0.00190516,0.00183437,0.00238476,0.00161449,0,0,0,0,0,0,0.00624142,0,0,0,0,0,0,0,0,0,0.00648172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424286,0,0,0.00527176,0.00517357,0,0,0,0,0,0.0056654,0,0,0,0,0,0,0,0.012474,0,0.0100661,0,0,0,0,0,0,0,0,0.0255363,0.00436872,0.00401816,0
"Novosphingobium",0,0,0,0,0,0,0.00315657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436872,0,0.00561672
"Oceanobacillus",0,0,0,0,0,0,0,0.00527955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903941,0,0,0,0,0.00855908,0,0,0,0,0.00495933,0,0,0,0,0,0,0,0,0,0,0.240856,0.0235994,0,0,0,0,0,0.0120598,0,0,0,0,0.180567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126818,0,0,0.0108968,0,0,0,0,0,0,0.00646872,0,0,0,0.00393964,0.00507357,0,0,0.0222687,0.0725262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102465,0,0,0,0,0.0277316,0,0,0.0354915,0,0,0,0,0,0,0,0,0,0,0.0928157,0,0,0,0,0.00618761,0,0,0,0,0,0,0,0.00297907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199265,0,0,0,0,0,0.00343997,0,0,0,0,0.166278,0,0,0,0,0,0.00120325,0,0,0,0,0,0.00197535,0,0,0,0,0,0,0,0,0,0,0,0.00211149,0,0,0.197029,0.00188147,0,0,0,0,0,0,0,0,0,0,0,0.0579361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409005,0.010321,0.00101292,0,0,0,0,0,0,0,0,0,0,0.0432796,0,0,0,0,0.00116093,0.00688069,0,0,0,0,0,0,0,0.00468099,0,0,0,0.000952581,0,0,0,0,0,0,0.0130753,0,0.00612895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424214,0.00963113,0,0,0,0,0,0,0,0.00538706,0,0,0,0,0.0175101,0,0.434365,0,0,0,0.00464468,0,0,0,0.892943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910388,0.0167768,0,0,0,0,0,0,0,0,0,0,0,0
"Odoribacter",1.40831,0.243734,0.0223314,0.604808,0.140817,0.424161,2.07702,0.211182,0,0.0194212,0.374015,0.376086,1.01139,0.168913,0.0775114,0.0632244,0.0401204,0.745921,0.250359,0,0.485467,0.193488,0.126251,0.158249,0.174395,0.0969406,0.113184,0.148159,0.310994,0.351709,0.153879,0.070742,0.00624142,0.00921914,1.7122,0.00342513,0.0229095,0.00501907,0.0271182,0.0213356,2.54905,0.010321,0.111576,0.00855908,0.340103,0.00821659,0.1544,0.160826,0.029756,0,0.16952,0.0742207,0.0037262,0,0.00466048,0.00417903,0,0.212969,0.518718,0.0044603,0.160476,0,0,0.00261732,0.0660149,0.0358038,0.0321595,0.00859328,0.00554739,0.133985,0.0443734,0,0.0095152,0.00502285,0.118364,0.151095,0.0153571,0.293968,0,0.260401,0,0.369079,0.080264,0.0598697,0.0306408,0.0122511,0.0428036,0.160636,0,0.16395,0.158004,0.00813835,0.555739,0.0634859,0.0074926,0,0,0.0582185,0.023623,0.0133038,0.0276488,0.00787929,0.147133,0.0245182,0,0.0489912,1.44146,0.267066,7.23252,0.233654,0.15813,0.302224,0.113435,0.0835793,0.35942,0.13241,0,0.00503537,0.0237487,0.200695,0.121789,0.384023,1.1035,0.498556,0.203096,0.0782006,0.219855,0.118775,0,0.0799229,0,0,0.0446548,0.323527,0.066882,0.486293,0.285219,0.184929,0.100545,0.113731,0.579807,0,0.00260044,0.0948022,0.111664,0.00526843,0.070157,0.66461,0.0660419,0.113097,0.00286878,0.247334,0.138548,0.107252,0.0181521,0.38872,0.0516213,0,0.406786,0.138104,0.146698,0.0357489,0.00347482,0,0.0308404,0.241885,0.17795,0.0673772,0.311047,0.125668,0.0835671,0,0.158123,0.0652493,0.0875919,0.041441,0.0169242,0.0193941,0,0.205863,0.0654716,0,0.00376832,0,0.268318,0.135348,0.00615082,0.20345,0.212117,0.00959294,0.0935394,0.135212,0.139367,0.0550375,0.28452,0.0276748,0.0331255,0.0228484,0.0405959,1.14982,0.0532561,0.051359,0.0462879,0.0260193,0.0942145,0.106039,0.00453196,0.0312919,0.124885,0,0.171237,0.321792,0.134085,0.0802365,0.188009,0.0392234,0,0.00188147,0.0261084,0.0995551,0.00636497,0.436977,0.0419024,0.179306,0.27812,0.00548546,0.687525,0.0719282,0,0.00695233,0.00157629,0.376045,0.149919,0.372815,0.183432,0.517411,0.00223614,0.192733,0.0679991,0.161195,0.241494,0.013457,0,0.0327204,0.753432,0.116486,0.0613497,0.000916447,0.140263,0,0.0420539,0.222563,0.0261749,0.118121,0.0257233,0.264352,0.00601106,0.0821141,0.350056,0.0767414,0.0151676,0.114932,0,0.00596984,0.0592831,0.00564732,0,0.0464226,1.13941,0,0.374479,0.119994,0.356157,0.000939391,0.0133361,0.000917187,0.0232514,0.115436,0.0957702,0.133756,3.23813,0.209205,0.663638,0,0.536762,0.0931063,0,0.766916,0.0138485,0.00436987,0.358822,0.0989743,0.131481,0,0.0129634,0.0159753,0,0.821412,0.352651,0.229076,0.0144467,0.278807,0.275862,1.19617,0.243729,0.535232,0.0586323,0.528738,0.210095,0.430086,0.133571,0.0519863,0.64556,0.00583669,0.039696,0.0656599,0.405197,0.110103,0.135507,0,0.0747579,0.220629,0.368376,0.244839,0.12125,0.346629,0,0.2331,0.0241068,0,0.382283,0.084981,0,0.582457,0.0240428,0,0.49776,0.121247,0.131486,0.286902,0,0,0.0357416,0,0,0,0.0137874,0.39561,0.216603,0.00546568,0,0.0349498,0.19689,0.0655283
"Oligella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00515013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000363702,0.00127517,0.00116859,0,0,0,0,0,0.00623247,0,0,0.00237954,0,0,0,0.00120221,0,0,0.00196773,0.000947975,0,0,0,0,0,0.00176513,0,0,0,0,0,0,0.000939391,0.00190516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olsenella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00210748,0,0,0,0,0,0,0,0,0,0,0.00202114,0,0,0,0,0.00416129,0,0,0,0,0,0,0,0,0,0,0.009298,0.00427954,0,0,0,0,0,0,0,0,0,0,0.0139815,0,0,0,0,0,0.00471988,0,0,0.0104693,0,0,0,0,0,0,0,0,0,0,2.44261,0.243432,0,0.00299967,0,0,0,0.0461349,0,0,0.0038301,0.00612557,0.00535045,0,0,0,0,0,0,0.00488353,0.0037463,0,0,0,0,0,0,0.0236379,0,0.0637474,0,0,0,0,0,0.00376861,0,0,0,0.0313422,0,0,0,0,0.00279396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643763,0,0,0.00520088,0,0,0,0,0,0,0,0,0,0,0,0,0.0828043,0,0,0,0.0129472,0.00557082,0,0,0.0131566,0,0,0,0,0,0,0.077598,0,0.0377608,0,0,0,0.285293,0.00387883,0,0,0.0218238,0,0,0.00377294,0,0,0,0,0.0150616,0,0,0,0,0,0,0,0,0,0,0,0.0383444,0.039507,0,0,0.00872357,0,0,0,0,0.10558,0,0,0.00388651,0,0,0,0,0,0,0,0,0,0,0,0.0126418,0,0.00174499,0,0,0,0,0,0,0.00237462,0.00495761,0,0,0,0,0,0.0137435,0,0.00127517,0.00175288,0,0.0081034,0,0,0.113727,0,0.00135658,0.0015038,0,0,0,0.0021405,0,0,0,0,0.0151676,0.0116093,0.000982956,0,0,0,0,0.0348169,0.0351359,0,0.00468099,0,0,0,0.00381032,0.00275156,0.000596189,0,0.00165121,0,0,0,0,0,0,0.00387943,0,0,0.103864,0,0,0,0,0,0,0,0,0,0,0.00848428,0.0529712,0,0,0,0,0,0,0.00622045,0,0,0.00556545,0,0,0.0408568,0,0,0,0.00333645,0,0.00928936,0,0,0,0,0.0474458,0,0,0,0.00964274,0,0,0.0056654,0,0,0.0120214,0,0.0426652,0,0,0.024948,0,0.00335537,0,0,0,0.0648508,0.0896181,0.00957121,0,0,0.00425604,0.0218436,0,0
